spatial_relations,id,x,y,value,N,p,r
central_periphery,1,4.534565992316817,-1.8267791262216333,b,30,0.1,0.1
central_periphery,1,-0.2839771152392927,1.514865369893911,b,30,0.1,0.1
central_periphery,1,6.055271141631126,-5.151026037220028,b,30,0.1,0.1
central_periphery,1,-0.188142297157263,-2.353377025138488,b,30,0.1,0.1
central_periphery,1,3.9146089626704557,-2.552722782529555,b,30,0.1,0.1
central_periphery,1,6.85993617810332,-7.2426229498398955,b,30,0.1,0.1
central_periphery,1,-4.166582103337018,0.1083678206767669,b,30,0.1,0.1
central_periphery,1,-0.836366300452114,0.6179958006007615,b,30,0.1,0.1
central_periphery,1,-0.3999640091809741,-1.0831718956459988,b,30,0.1,0.1
central_periphery,1,1.907851194210223,2.274489707098551,b,30,0.1,0.1
central_periphery,1,-0.8527587642482172,-2.180114481229726,b,30,0.1,0.1
central_periphery,1,-7.969366262714328,-4.104843133257884,b,30,0.1,0.1
central_periphery,1,-7.321400785726558,1.2984540776661515,b,30,0.1,0.1
central_periphery,1,3.9603400371905764,-2.4341795285600147,b,30,0.1,0.1
central_periphery,1,-0.9199157822354236,4.3323037851637585,b,30,0.1,0.1
central_periphery,1,-5.343925301940001,-1.2943386078400363,b,30,0.1,0.1
central_periphery,1,-0.515752067278864,1.9669436502066204,b,30,0.1,0.1
central_periphery,1,3.6440240975177964,0.9657757956118396,b,30,0.1,0.1
central_periphery,1,5.685580383794896,-2.351516822641126,b,30,0.1,0.1
central_periphery,1,-1.291407394818599,4.727182559375932,b,30,0.1,0.1
central_periphery,1,-0.7718081483067889,1.9286979171519492,b,30,0.1,0.1
central_periphery,1,-5.289489255584341,0.269281939798817,b,30,0.1,0.1
central_periphery,1,1.3802920644938141,0.829652241874389,b,30,0.1,0.1
central_periphery,1,-1.9199846278803574,2.037866448165812,b,30,0.1,0.1
central_periphery,1,1.366350369723658,0.26949865973724507,b,30,0.1,0.1
central_periphery,1,2.1145120116864575,-8.979270249458803,b,30,0.1,0.1
central_periphery,1,3.105310565909767,0.8546488605919782,b,30,0.1,0.1
central_periphery,1,1.3709584471466685,0.6328626049610404,a,30,0.1,0.1
central_periphery,1,-0.5646981713960887,0.40426832314099903,a,30,0.1,0.1
central_periphery,1,0.3631284113373392,-0.10612451609148403,a,30,0.1,0.1
central_periphery,2,1.8705544859986307,-1.841014819348486,b,60,0.1,0.1
central_periphery,2,-2.860570073317032,-6.074033536257323,b,60,0.1,0.1
central_periphery,2,-1.62848644372157,-3.674243851079958,b,60,0.1,0.1
central_periphery,2,1.7429894930450476,0.5385493233538138,b,60,0.1,0.1
central_periphery,2,2.304536213503773,1.7028617832706059,b,60,0.1,0.1
central_periphery,2,1.3913027656205017,-1.4786320606604242,b,60,0.1,0.1
central_periphery,2,-2.6573288922290383,1.8865219605337225e-4,b,60,0.1,0.1
central_periphery,2,-3.299342695943567,3.368668930139899,b,60,0.1,0.1
central_periphery,2,4.538121029414785,4.31956722892857,b,60,0.1,0.1
central_periphery,2,0.7737643125960925,-3.2913413052174647,b,60,0.1,0.1
central_periphery,2,0.26532068747875903,-0.3519586807505305,b,60,0.1,0.1
central_periphery,2,-0.3626896126172684,3.6044952027591037,b,60,0.1,0.1
central_periphery,2,-3.5829866854815844,-1.4091887416989028,b,60,0.1,0.1
central_periphery,2,1.8359906941211608,-0.15740845481698898,b,60,0.1,0.1
central_periphery,2,-0.6514195372395626,-0.25832189471126865,b,60,0.1,0.1
central_periphery,2,-0.5482701189957652,-2.663037053719295,b,60,0.1,0.1
central_periphery,2,2.8000389857134804,-1.3340520146542145,b,60,0.1,0.1
central_periphery,2,2.4653193315247477,-0.08833463726471444,b,60,0.1,0.1
central_periphery,2,4.176349127802813,-1.2416065471737707,b,60,0.1,0.1
central_periphery,2,-1.4285217691640226,3.3401580701046094,b,60,0.1,0.1
central_periphery,2,1.9510456821789153,-1.4429785249619456,b,60,0.1,0.1
central_periphery,2,4.173331369170001,-1.299507097802187,b,60,0.1,0.1
central_periphery,2,-3.3323666383436965,2.0905877296563085,b,60,0.1,0.1
central_periphery,2,-2.582377760633526,-3.1691052395127244,b,60,0.1,0.1
central_periphery,2,-3.3952160425613096,-0.12209542545364478,b,60,0.1,0.1
central_periphery,2,-4.377641998507188,-4.654634467042769,b,60,0.1,0.1
central_periphery,2,0.23994765972348353,3.501508647707045,b,60,0.1,0.1
central_periphery,2,1.95961301894757,-0.820937104122242,b,60,0.1,0.1
central_periphery,2,3.6028961267954824,-1.4035359740167606,b,60,0.1,0.1
central_periphery,2,3.1342532615031757,-3.714756983958643,b,60,0.1,0.1
central_periphery,2,-3.009625940519544,-0.02328610133197989,b,60,0.1,0.1
central_periphery,2,5.545445705018239,-2.4008465338549785,b,60,0.1,0.1
central_periphery,2,-2.000320226273452,-1.6004769898513094,b,60,0.1,0.1
central_periphery,2,0.3165414373682083,3.863025736753766,b,60,0.1,0.1
central_periphery,2,-1.266767645606568,-0.5265776107263822,b,60,0.1,0.1
central_periphery,2,-0.36705051586491394,-3.215347152452028,b,60,0.1,0.1
central_periphery,2,0.5645791035044936,0.48962064740214695,b,60,0.1,0.1
central_periphery,2,0.35748287399101913,-1.0882152468838495,b,60,0.1,0.1
central_periphery,2,-0.07527765260220863,1.7700406439620162,b,60,0.1,0.1
central_periphery,2,0.3242181838260977,4.2972657831929695,b,60,0.1,0.1
central_periphery,2,-1.456305707540003,-2.978077533328478,b,60,0.1,0.1
central_periphery,2,-1.5126513920637106,1.3639508927408477,b,60,0.1,0.1
central_periphery,2,-4.983297239744436,0.25469417603546185,b,60,0.1,0.1
central_periphery,2,-1.1470011806214537,2.6866967467936345,b,60,0.1,0.1
central_periphery,2,-1.5379507736334013,-0.6893344168387994,b,60,0.1,0.1
central_periphery,2,8.105673001034395,2.50985720538184,b,60,0.1,0.1
central_periphery,2,-4.086348693569156,-5.23516758401008,b,60,0.1,0.1
central_periphery,2,0.41176865567582077,5.068376763940121,b,60,0.1,0.1
central_periphery,2,-4.480875201948871,2.594333935555734,b,60,0.1,0.1
central_periphery,2,-4.41130722431039,-0.4523279666572434,b,60,0.1,0.1
central_periphery,2,0.3741071585910204,-4.347021390417503,b,60,0.1,0.1
central_periphery,2,-2.989917404652112,1.9290261001259448,b,60,0.1,0.1
central_periphery,2,-0.005467842914124587,1.4495815914443029,b,60,0.1,0.1
central_periphery,2,-1.2847766442774458,-0.01906687926416614,b,60,0.1,0.1
central_periphery,2,-0.36723464274097534,0.33584811975207446,a,60,0.1,0.1
central_periphery,2,0.18523056486560932,1.0385060986976211,a,60,0.1,0.1
central_periphery,2,0.5818237273655067,0.9207285682906463,a,60,0.1,0.1
central_periphery,2,1.3997368272926782,0.7208781628668625,a,60,0.1,0.1
central_periphery,2,-0.7272920594744651,-1.043118938567855,a,60,0.1,0.1
central_periphery,2,1.3025426320441438,-0.09018638661070669,a,60,0.1,0.1
central_periphery,3,5.445685338461859,3.6133768110294717,b,90,0.1,0.1
central_periphery,3,0.3864642858071494,2.472221891045643,b,90,0.1,0.1
central_periphery,3,-6.002787713194533,-4.987888206556784,b,90,0.1,0.1
central_periphery,3,1.0013315923007102,-1.7079190308164425,b,90,0.1,0.1
central_periphery,3,3.5139753820763833,1.9065414518685793,b,90,0.1,0.1
central_periphery,3,6.1786177268979134,0.13116602273357372,b,90,0.1,0.1
central_periphery,3,-4.130584794721563,1.0440369109839214,b,90,0.1,0.1
central_periphery,3,-3.4525666968813167,7.3787806466112444,b,90,0.1,0.1
central_periphery,3,-2.117464184280364,-2.4551409731990086,b,90,0.1,0.1
central_periphery,3,-3.162167346231575,-6.339600344787409,b,90,0.1,0.1
central_periphery,3,-1.937231169427474,0.8210858172912441,b,90,0.1,0.1
central_periphery,3,-0.5561339030295103,-2.0627905237302357,b,90,0.1,0.1
central_periphery,3,-3.6036661522199553,1.3381231588855966,b,90,0.1,0.1
central_periphery,3,6.110916500949452,-2.437154171371792,b,90,0.1,0.1
central_periphery,3,0.3233242346566401,6.636166441005407,b,90,0.1,0.1
central_periphery,3,-0.2523243015167419,-0.3711179147322894,b,90,0.1,0.1
central_periphery,3,1.4868589248137818,-1.4320065180901564,b,90,0.1,0.1
central_periphery,3,0.11224555835389605,-0.49878447445982466,b,90,0.1,0.1
central_periphery,3,-0.3962641108677297,2.587690150879293,b,90,0.1,0.1
central_periphery,3,4.430362270656291,0.29202145560845677,b,90,0.1,0.1
central_periphery,3,-0.6510906302763105,-4.876850217633864,b,90,0.1,0.1
central_periphery,3,-3.850806612276675,-0.013862303479373384,b,90,0.1,0.1
central_periphery,3,1.1570036713302072,2.280726502986165,b,90,0.1,0.1
central_periphery,3,-1.054538620587277,0.1169727386176879,b,90,0.1,0.1
central_periphery,3,-1.5653882800688077,2.2052164248433224,b,90,0.1,0.1
central_periphery,3,-3.2043936020615105,-0.43941788099660917,b,90,0.1,0.1
central_periphery,3,1.285097709800077,-0.17366200614384777,b,90,0.1,0.1
central_periphery,3,-0.5220547032809849,1.4471083983135982,b,90,0.1,0.1
central_periphery,3,1.5470031859440883,2.9788309103272024,b,90,0.1,0.1
central_periphery,3,-0.7030958319177645,-3.739186494096127,b,90,0.1,0.1
central_periphery,3,-1.9755102774653124,-0.10046257453682908,b,90,0.1,0.1
central_periphery,3,3.750709812236151,-0.2128865437499889,b,90,0.1,0.1
central_periphery,3,-0.8152911453341904,-2.276761961192851,b,90,0.1,0.1
central_periphery,3,2.843855987625588,-3.103078082817459,b,90,0.1,0.1
central_periphery,3,-3.604747290326813,-1.8921958619124584,b,90,0.1,0.1
central_periphery,3,-1.398348289126507,1.760423160038986,b,90,0.1,0.1
central_periphery,3,-0.8080541854595396,-1.2489679685509556,b,90,0.1,0.1
central_periphery,3,-1.1728962243925816,-2.3546634285159618,b,90,0.1,0.1
central_periphery,3,4.0461210359751405,0.4902489584582913,b,90,0.1,0.1
central_periphery,3,-0.0682941038952378,-3.7101427053280487,b,90,0.1,0.1
central_periphery,3,0.7326775533103511,3.137621328710015,b,90,0.1,0.1
central_periphery,3,-2.8271151235917684,-1.4537862486561277,b,90,0.1,0.1
central_periphery,3,-2.1876518295287233,0.5673864350419964,b,90,0.1,0.1
central_periphery,3,2.9942067256645455,0.15301899472491964,b,90,0.1,0.1
central_periphery,3,3.7754449937866803,-7.220066593259304e-4,b,90,0.1,0.1
central_periphery,3,3.7465910664302893,5.428146127328597,b,90,0.1,0.1
central_periphery,3,-4.14191114857599,-2.4759838713298334,b,90,0.1,0.1
central_periphery,3,6.149882080909182,3.436411356683956,b,90,0.1,0.1
central_periphery,3,3.0506184893986252,0.09471956265972922,b,90,0.1,0.1
central_periphery,3,-0.08015239241477383,-2.5056174159201587,b,90,0.1,0.1
central_periphery,3,2.110823336394782,-0.20629094704953757,b,90,0.1,0.1
central_periphery,3,-2.914155687455591,2.2403150610374,b,90,0.1,0.1
central_periphery,3,-3.288468724676572,-1.276556203183812,b,90,0.1,0.1
central_periphery,3,0.14715135281279118,-2.31624670558037,b,90,0.1,0.1
central_periphery,3,-3.59548756967334,0.45829232024368416,b,90,0.1,0.1
central_periphery,3,0.570056995679244,2.965790535536397,b,90,0.1,0.1
central_periphery,3,3.893117698813998,-0.2203750040165221,b,90,0.1,0.1
central_periphery,3,-3.101621168894253,-4.161079660679226,b,90,0.1,0.1
central_periphery,3,-2.2153222626391917,-3.9200277131260886,b,90,0.1,0.1
central_periphery,3,0.13969181835259006,-2.3051859752338157,b,90,0.1,0.1
central_periphery,3,-3.052788359478318,-1.5813243761233737,b,90,0.1,0.1
central_periphery,3,-1.1498518796588346,-0.0642811951248739,b,90,0.1,0.1
central_periphery,3,2.6182662350141954,2.011494212988845,b,90,0.1,0.1
central_periphery,3,2.908635041910351,-1.3038511157172197,b,90,0.1,0.1
central_periphery,3,1.1515399950812832,-3.3416393499385406,b,90,0.1,0.1
central_periphery,3,-5.554666989202394,1.8213179846354999,b,90,0.1,0.1
central_periphery,3,-0.1619902104784971,0.8263709062187738,b,90,0.1,0.1
central_periphery,3,3.194319643014852,3.4720412082442094,b,90,0.1,0.1
central_periphery,3,2.439585112234815,-5.047442578434767,b,90,0.1,0.1
central_periphery,3,-0.572449422312845,0.26195726668462305,b,90,0.1,0.1
central_periphery,3,-8.099789425691108,4.060085681828005,b,90,0.1,0.1
central_periphery,3,0.18289991640334968,2.1725214020501076,b,90,0.1,0.1
central_periphery,3,1.721255092450734,-2.4976584772926347,b,90,0.1,0.1
central_periphery,3,0.13741073917529664,2.1975854603052425,b,90,0.1,0.1
central_periphery,3,0.4722376205276264,-2.615780609991638,b,90,0.1,0.1
